Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 120 DG down	5/442	0.000544877075119825	0.0068253023093957	0	0	8.595317725752508	64.59338585678603	CADM3;RBFOX2;APC;EEF1A2;CPLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 41 Vip down	3/124	0.0009210213062971554	0.0109601535449361	0	0	17.574970484061392	122.84952502869832	CADM3;RBFOX2;EEF1A2
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 38 Sncg up	3/150	0.0015933459854505	0.0180579211684391	0	0	14.447521865889213	93.06976677408854	PCBP3;GNG4;MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-6 PVALB COL15A1 up	2/42	0.0019260361255937	0.0200122635321494	0	0	34.360344827586204	214.8308819031652	SEC14L1;MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 32 Sncg up	2/43	0.0020180433813932	0.0200122635321494	0	0	33.5206055508831	208.01637017204203	DLX1;GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 36 Sncg up	2/43	0.0020180433813932	0.0200122635321494	0	0	33.5206055508831	208.01637017204203	GNG4;MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 33 Sncg up	2/45	0.0022082130877202	0.0210221885950968	0	0	31.958299919807537	195.44327291118304	DLX1;GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 306 L5 NP CTX down	2/47	0.002406548654002	0.02202917614048	0	0	30.534865900383146	184.11185647217312	EEF1A2;SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 56 Vip down	3/193	0.0032594904201948	0.0287318044446801	0	0	11.153571428571428	63.86740681499765	RBFOX2;EEF1A2;SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Human Astro L1-6 FGFR3 PLCG1 up	2/64	0.0044152146158001	0.0375293242343012	0	0	22.14349276974416	120.07749245655845	MTSS1L;ATP1B2
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-6 LAMP5 AARD up	2/66	0.0046887064481426	0.0384797287813086	0	0	21.44935344827586	115.02427159714598	SEC14L1;PCP4L1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 60 Sst Chodl down	2/83	0.0073179803931628	0.0580559777857586	0	0	16.933163048105577	83.26748973447718	EEF1A2;SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 46 Vip down	2/85	0.0076623732870666	0.0588272529781248	0	0	16.523473203157458	80.49300113975073	EEF1A2;SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-2 VIP WNT4 up	4/523	0.0083107117337502	0.0603855204557398	0	0	5.551987440234068	26.59518589998172	CADM3;SEC14L1;HTRA1;SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 37 Sncg up	2/89	0.0083727822480647	0.0603855204557398	0	0	15.760602457391991	75.37932152498767	GNG4;MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 318 CT SUB down	2/100	0.0104724512850622	0.0712126687384232	0	0	13.983814215341308	63.75230908786907	CPLX1;SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 358 Astro up	2/100	0.0104724512850622	0.0712126687384232	0	0	13.983814215341308	63.75230908786907	HTRA1;ATP1B2
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 287 CA1 down	1/7	0.0108011827726926	0.0714078194416902	0	0	110.90555555555557	502.1914056148727	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Human Exc L5 FEZF2 CSN1S1 down	1/9	0.01386645428907	0.0832431008515721	0	0	83.17083333333333	355.82833874131705	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 168 L2/3 IT ENTl up	1/9	0.01386645428907	0.0832431008515721	0	0	83.17083333333333	355.82833874131705	HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 288 CA1 down	1/9	0.01386645428907	0.0832431008515721	0	0	83.17083333333333	355.82833874131705	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L2 PAX6 FREM2 up	3/328	0.0139904371179112	0.0832431008515721	0	0	6.476043956043956	27.648700612697045	SEC14L1;HTRA1;TIMP3
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-3 VIP CBLN1 up	1/10	0.0153956417644848	0.0893698229255461	0	0	73.92592592592592	308.5424792813036	SLC6A11
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 193 L4/5 IT CTX down	1/11	0.016922534733464	0.0934131591504511	0	0	66.53	271.3831303578043	CPLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 51 Vip down	2/132	0.0177397832508016	0.0934131591504511	0	0	10.524668435013265	42.43488974899699	EEF1A2;KIF5A
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 358 Astro down	4/656	0.0178710474157829	0.0934131591504511	0	0	4.389229720518064	17.664776909512035	APC;SNRNP70;KIF5A;SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 42 Vip up	1/12	0.0184471364708874	0.0934131591504511	0	0	60.47878787878788	241.4824938489569	GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 50 Vip up	1/12	0.0184471364708874	0.0934131591504511	0	0	60.47878787878788	241.4824938489569	DLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 15 Lamp5 up	1/12	0.0184471364708874	0.0934131591504511	0	0	60.47878787878788	241.4824938489569	SGK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 43 Vip down	2/137	0.0190233181556844	0.0936682013056545	0	0	10.132311621966794	40.14512833475264	RBFOX2;EEF1A2
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 35 Sncg up	2/138	0.0192846296805759	0.0936682013056545	0	0	10.057302231237324	39.710723716371405	GNG4;MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 294 CA3 down	1/13	0.0199694502608653	0.0950545832417191	0	0	55.43611111111111	216.95208467294643	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 53 Vip up	1/14	0.0214894793855565	0.0983556941108166	0	0	51.16923076923077	196.4996601316088	DLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 214 L5/6 IT CTX down	1/14	0.0214894793855565	0.0983556941108166	0	0	51.16923076923077	196.4996601316088	CPLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 49 Vip up	1/15	0.0230072271319287	0.1014022232851674	0	0	47.51190476190476	179.21238137059572	DLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 299 CA3 down	1/15	0.0230072271319287	0.1014022232851674	0	0	47.51190476190476	179.21238137059572	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 27 Sncg up	2/157	0.0245332582519787	0.106162099344926	0	0	8.816017797552837	32.68737489833147	GNG4;HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L5-6 SST BEAN1 up	1/17	0.026035891626597	0.1106525394130373	0	0	41.56875	151.6544078957345	CADM3
Allen_Brain_Atlas_10x_scRNA_2021	Human Exc L3-5 FEZF2 ASGR2 down	1/18	0.0275468149406694	0.1109604211460221	0	0	39.12156862745098	140.51952455455398	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 259 L6 Car3 down	1/18	0.0275468149406694	0.1109604211460221	0	0	39.12156862745098	140.51952455455398	CPLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 267 SUB-ProS down	1/18	0.0275468149406694	0.1109604211460221	0	0	39.12156862745098	140.51952455455398	CADM3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 95 Sst up	1/19	0.0290554700086194	0.1109604211460221	0	0	36.946296296296296	130.736261970552	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-3 VIP CHRNA2 up	1/20	0.0305618601074184	0.1109604211460221	0	0	35.0	122.08008572013848	HTRA1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 87 Sst up	1/20	0.0305618601074184	0.1109604211460221	0	0	35.0	122.08008572013848	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 12 Lamp5 up	1/20	0.0305618601074184	0.1109604211460221	0	0	35.0	122.08008572013848	GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Human Exc L3-5 FEZF2 LINC01107 down	1/21	0.032065988516399	0.1109604211460221	0	0	33.248333333333335	114.37291539918964	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L2-5 VIP BSPRY up	1/21	0.032065988516399	0.1109604211460221	0	0	33.248333333333335	114.37291539918964	ATP1B2
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 82 Sst up	1/21	0.032065988516399	0.1109604211460221	0	0	33.248333333333335	114.37291539918964	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 116 Pvalb up	1/21	0.032065988516399	0.1109604211460221	0	0	33.248333333333335	114.37291539918964	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 305 L5 NP CTX down	1/21	0.032065988516399	0.1109604211460221	0	0	33.248333333333335	114.37291539918964	SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 82 Sst down	1/22	0.0335678584979562	0.1109604211460221	0	0	31.663492063492065	107.4717897739846	SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 169 L2/3 IT ENTl up	1/22	0.0335678584979562	0.1109604211460221	0	0	31.663492063492065	107.4717897739846	HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 17 Pax6 up	1/22	0.0335678584979562	0.1109604211460221	0	0	31.663492063492065	107.4717897739846	PCBP3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 171 L2/3 IT CTX up	1/22	0.0335678584979562	0.1109604211460221	0	0	31.663492063492065	107.4717897739846	HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 129 L2/3 IT APr down	2/191	0.0351924655095494	0.1147370793325035	0	0	7.217661010764459	24.156957572511192	KIF5A;CPLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 304 L5 NP CTX down	1/24	0.036564836271725	0.1176004193604131	0	0	28.9072463768116	95.64448851318151	EEF1A2
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L3-5 VIP HS3ST3A1 up	1/25	0.0380599505912853	0.1191591272097408	0	0	27.70138888888889	90.5445579257637	HTRA1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 86 Sst up	1/25	0.0380599505912853	0.1191591272097408	0	0	27.70138888888889	90.5445579257637	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Human Exc L5-6 FEZF2 CFTR down	1/26	0.0395528195360064	0.1191591272097408	0	0	26.592	85.8953057509563	CADM3
Allen_Brain_Atlas_10x_scRNA_2021	Human Exc L5-6 FEZF2 IFNG-AS1 down	1/26	0.0395528195360064	0.1191591272097408	0	0	26.592	85.8953057509563	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 137 L2 IT ENTl down	1/26	0.0395528195360064	0.1191591272097408	0	0	26.592	85.8953057509563	SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 26 Sncg up	2/211	0.0421608798642321	0.1249700810852551	0	0	6.52037617554859	20.6452226052332	PCBP3;GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Human Exc L5 FEZF2 RNF144A-AS1 down	1/28	0.0425318343189313	0.1249700810852551	0	0	24.619753086419752	77.73693045847051	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 185 L2 IT RSP-ACA down	2/219	0.0450828043989163	0.1277923505626178	0	0	6.2774511361830605	19.455417943891355	KIF5A;CPLX1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1 VIP KLHDC8B up	1/30	0.0455019066193127	0.1277923505626178	0	0	22.919540229885055	70.82140338003367	TSHZ1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 98 Sst down	1/30	0.0455019066193127	0.1277923505626178	0	0	22.919540229885055	70.82140338003367	SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L5-6 SST C4orf26 up	3/519	0.0456401252009349	0.1277923505626178	0	0	4.039244186046512	12.469017589989353	PPP1CC;CADM3;EEF1A2
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 307 L5 NP CTX down	1/32	0.0484630623370423	0.1341187073978614	0	0	21.438709677419357	64.89397456016435	EEF1A2
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 315 NP SUB down	1/33	0.0499403045580293	0.1350658236910339	0	0	20.76770833333333	62.2393036656038	SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 115 Pvalb up	1/33	0.0499403045580293	0.1350658236910339	0	0	20.76770833333333	62.2393036656038	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Human Oligo L2-6 OPALIN FTH1P3 down	4/912	0.0508705300393957	0.1360357994311932	0	0	3.109968999836841	9.262954034114744	RBFOX2;APC;SNRNP70;SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-5 VIP CD27-AS1 up	1/37	0.0558271110621512	0.1476316936976888	0	0	18.45648148148148	53.25609732919314	DLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 60 Sst Chodl up	1/38	0.0572932881600048	0.1498439844184742	0	0	17.956756756756757	51.348635190815486	HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Human Oligo L2-6 OPALIN MAP6D1 down	1/39	0.0587572618610822	0.1520024817710606	0	0	17.483333333333334	49.55372022159112	SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-6 LAMP5 CA1 up	1/40	0.0602190353597648	0.1541089292002584	0	0	17.034188034188034	47.86209557175929	SEC14L1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 119 Pvalb Vipr2 up	1/41	0.0616786118590254	0.1553739674516506	0	0	16.6075	46.2654733568564	MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 231 L6 IT CTX down	1/42	0.0631359945348628	0.1553739674516506	0	0	16.201626016260164	44.75641243015854	CPLX1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 276 CA1-ProS up	1/42	0.0631359945348628	0.1553739674516506	0	0	16.201626016260164	44.75641243015854	HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 39 Lamp5 up	1/43	0.0645911865897151	0.1553739674516506	0	0	15.815079365079365	43.328214060740166	PCBP3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 24 Ndnf HPF up	1/44	0.0660441911946433	0.1553739674516506	0	0	15.446511627906975	41.97483258957492	SLC6A11
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 370 Endo down	3/607	0.0667537870481082	0.1553739674516506	0	0	3.4351348155156103	9.298031404746526	RBFOX2;APC;SNRNP70
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 39 Lamp5 down	1/45	0.0674950115208685	0.1553739674516506	0	0	15.094696969696969	40.69079857995566	CADM3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 19 Pax6 up	1/45	0.0674950115208685	0.1553739674516506	0	0	15.094696969696969	40.69079857995566	GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 369 Endo down	3/611	0.0678055323441907	0.1553739674516506	0	0	3.411830357142857	9.181615873881018	RBFOX2;APC;SNRNP70
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 21 Ndnf HPF up	2/277	0.0683386602785816	0.1553739674516506	0	0	4.938934169278997	13.2525414812248	GNG4;MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 375 VLMC up	1/46	0.0689436507552879	0.1553739674516506	0	0	14.75851851851852	39.471152501452366	TIMP3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 61 Sst Chodl down	1/46	0.0689436507552879	0.1553739674516506	0	0	14.75851851851852	39.471152501452366	SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L6 SST TH up	2/279	0.0692001703776259	0.1553739674516506	0	0	4.902776048798706	13.094098713614162	PPP1CC;CADM3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 9 Lamp5 up	1/47	0.0703901120585572	0.1565686604666973	0	0	14.43695652173913	38.311387316676615	PCBP3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 374 VLMC up	1/48	0.0718343985928686	0.1583017302324326	0	0	14.129078014184396	37.20739858844958	TIMP3
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-3 VIP FNDC1 up	1/49	0.0732765135248936	0.1599982588892172	0	0	13.834027777777775	36.15544100556018	SLC6A11
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L5-6 PVALB SST CRHR2 up	1/50	0.0747164600026276	0.161659249823867	0	0	13.551020408163266	35.15209038871121	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 368 Oligo down	3/643	0.0764951787417197	0.1640166895543179	0	0	3.2358816964285717	8.317923091664287	APC;SNRNP70;SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Human OPC L1-6 PDGFRA COL20A1 up	1/52	0.0775898601982381	0.1648784529212559	0	0	13.018300653594771	33.27892316228608	MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 357 Astro down	3/651	0.0787428147192859	0.1658476982583191	0	0	3.1946097883597884	8.119318799966987	APC;SNRNP70;SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 28 Sncg up	2/304	0.0802684418689277	0.1675779751298667	0	0	4.491208038364923	11.328527664593093	DLX1;HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1 SST P4HA3 up	1/57	0.0847356328479424	0.1753659184157417	0	0	11.852976190476191	29.2557418815663	TSHZ1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 1 CR up	1/59	0.0875789164754865	0.1796877769066017	0	0	11.443103448275862	27.86641704377016	PCBP3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 355 V3d up	2/327	0.0909086198991798	0.1849252268034597	0	0	4.168488063660478	9.995619420014958	PPP1CC;PCBP3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 81 Sst up	1/63	0.0932398628808903	0.1880600624207788	0	0	10.702688172043011	25.39298321204175	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Human Astro L1-6 FGFR3 AQP1 down	3/707	0.0952837236912195	0.1901332295106494	0	0	2.931970373376624	6.8927582237187295	RBFOX2;APC;SLC6A1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 301 CA2-IG-FC down	1/65	0.0960575752858901	0.1901332295106494	0	0	10.3671875	24.288324885251964	KIF5A
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 49 Vip down	1/66	0.0974632521020976	0.1901332295106494	0	0	10.207179487179488	23.765170565615563	RBFOX2
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 172 L2/3 IT CTX up	1/66	0.0974632521020976	0.1901332295106494	0	0	10.207179487179488	23.765170565615563	HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 34 Sncg up	1/68	0.1002682623878204	0.1935751142160528	0	0	9.901492537313432	22.77250269881097	GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1 LAMP5 RAB11FIP1 up	1/69	0.1016676020042294	0.1935751142160528	0	0	9.755392156862746	22.301280984489107	PCP4L1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 80 Sst up	1/69	0.1016676020042294	0.1935751142160528	0	0	9.755392156862746	22.301280984489107	PPP1CC
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L5-6 LAMP5 CRABP1 up	1/70	0.1030648353585769	0.1946780223439787	0	0	9.61352657004831	21.8457491225909	SEC14L1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L1-2 PVALB CDK20 up	1/71	0.1044599655206584	0.195759620424541	0	0	9.475714285714286	21.405177919492388	SEC14L1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 10 Lamp5 up	1/73	0.107243928503136	0.1994066795605185	0	0	9.211574074074074	20.566214716689423	PCBP3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 377 Micro down	2/365	0.1093375150603288	0.2001717583412174	0	0	3.724897881637693	8.244375008866232	APC;SNRNP70
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 378 Micro down	2/365	0.1093375150603288	0.2001717583412174	0	0	3.724897881637693	8.244375008866232	APC;SNRNP70
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 296 CA3 up	1/77	0.1127867504640337	0.2049102794690079	0	0	8.725	19.04018715319017	HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 101 Sst down	1/78	0.1141672437122831	0.2058470000266923	0	0	8.611255411255412	18.687206622741385	SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 17 Pax6 down	1/82	0.1196684585835898	0.2141435574653713	0	0	8.184362139917695	17.37564803201433	CADM3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 362 Oligo down	3/791	0.1225529626084144	0.2176686947821091	0	0	2.6080039883973893	5.474753254431793	CADM3;APC;SNRNP70
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 310 L5 NP CTX up	1/86	0.125136605265329	0.2189890592143258	0	0	7.79764705882353	16.206234277302418	PCBP3
Allen_Brain_Atlas_10x_scRNA_2021	Human Exc L6 THEMIS LINC00343 up	1/86	0.125136605265329	0.2189890592143258	0	0	7.79764705882353	16.206234277302418	TSHZ1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 343 L6b CTX up	1/87	0.126498497582516	0.2197565140484586	0	0	7.706589147286822	15.93356455305491	GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 122 DG up	1/88	0.1278583381345715	0.2205093077973046	0	0	7.617624521072797	15.668176630929226	SGK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 42 Vip down	1/92	0.1332772425291747	0.2272425165650494	0	0	7.281318681318681	14.674214761648551	EEF1A2
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 4 Lamp5 Lhx6 down	1/93	0.1346268690574452	0.2272425165650494	0	0	7.201811594202899	14.441420169325143	CADM3
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 181 L2/3 IT CTX down	1/93	0.1346268690574452	0.2272425165650494	0	0	7.201811594202899	14.441420169325143	KIF5A
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 293 CA3 up	2/417	0.1360000826569778	0.2273922905178063	0	0	3.249522226838388	6.483121097659476	PCBP3;HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 137 L2 IT ENTl up	1/95	0.1373200234032162	0.2273922905178063	0	0	7.047872340425532	13.993135693897646	GNG4
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 379 PVM down	2/420	0.1375818900611937	0.2273922905178063	0	0	3.225705329153605	6.398302565357662	APC;SNRNP70
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 376 VLMC down	2/422	0.1386388128635668	0.2275588790450269	0	0	3.210016420361248	6.3426175049614	RBFOX2;SNRNP70
Allen_Brain_Atlas_10x_scRNA_2021	Human Astro L1 FGFR3 SERPINI2 up	1/101	0.1453509096429046	0.2369418938014472	0	0	6.623	12.773146899499723	MTSS1L
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 237 L5 PT CTX up	1/103	0.1480117579678507	0.2380189080834356	0	0	6.492483660130719	12.40365346374743	SGK1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 271 ProS up	1/103	0.1480117579678507	0.2380189080834356	0	0	6.492483660130719	12.40365346374743	HAP1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 55 Vip down	1/104	0.1493391739901755	0.238541767850079	0	0	6.429126213592233	12.225209957636702	SHANK1
Allen_Brain_Atlas_10x_scRNA_2021	Human Inh L3-6 PAX6 LINC01497 up	1/106	0.1519880043814253	0.2411543002851948	0	0	6.306031746031746	11.880271712830174	SEC14L1
Allen_Brain_Atlas_10x_scRNA_2021	Mouse 5 Lamp5 Lhx6 down	1/108	0.1546288520007175	0.2421162287905972	0	0	6.187538940809969	11.55044932516124	RBFOX2
